Key,Title,Category,Frame,Icon,Description
"blazeandcave:weaponry/x_bow","X-Bow","weaponry","task","tripwire_hook","Craft a crossbow using stick, spider string, iron and a hook"
"blazeandcave:weaponry/multiclassed","Multiclassed","weaponry","challenge","netherite_sword","Hit a mob with every type of weapon"
"blazeandcave:nether/the_hunt_begins","The Hunt Begins","nether","task","bone","Kill a wither skeleton"
"blazeandcave:building/fluorescent","Fluorescent!","building","task","end_rod","Light up the area with some end rods"
"blazeandcave:adventure/evelyn_evergreen","Evelyn Evergreen","adventure","task","spruce_sapling","Have an Allay deliver Spruce Saplings to you while chopping down trees"
"blazeandcave:biomes/voyage","Voyage","biomes","challenge","diamond_boots","A hundred kilometres!"
"blazeandcave:potion/super_strength","Super Strength","potion","task","blaze_powder","Brew a Strength Potion for cheating on weightlifting"
"minecraft:adventure/fall_from_world_height","Caves & Cliffs","adventure","challenge","water_bucket","Free fall from the top of the world (build limit) to the bottom of the world and survive"
"blazeandcave:animal/so_i_got_that_going_for_me","So I got that going for me","animal","task","hay_block","Breed two llamas with hay"
"blazeandcave:adventure/grave_robber","Grave Robber","adventure","task","chiseled_sandstone","Enter a pyramid in a desert"
"blazeandcave:mining/dripstone_drop","Dripstone Drop","mining","goal","dripstone_block","Survive a fall of at least 10 blocks onto some Pointed Dripstone"
"blazeandcave:mining/leaflet_drop","Leaflet Drop","mining","task","big_dripleaf","Fall through a Big Dripleaf"
"blazeandcave:mining/green_lanterns","Green Lanterns","mining","goal","waxed_weathered_copper_lantern","Collect a stack of every oxidizing stage of Copper Lanterns, including all of their waxed variants"
"blazeandcave:statistics/natural_sprinter","Natural Sprinter","statistics","task","red_terracotta","Sprint 10km"
"blazeandcave:end/dragon_shield","Dragon Shield","end","task","shield","Attempt to block the dragon's attacks"
"blazeandcave:adventure/deals_off","Deal's Off!","adventure","task","blue_carpet","Get spat at by one of the Trader Llamas"
"blazeandcave:weaponry/slapfish","Slapfish","weaponry","task","cod","Slap a mob across the face with a fish"
"blazeandcave:challenges/ultimate_enchanter","Ultimate Enchanter","challenges","challenge","enchanted_book","Obtain every enchantment at every level throughout your enchanting career"
"blazeandcave:biomes/cargo_carrier","Cargo Carrier","biomes","task","spruce_chest_boat","Ride a Boat with a Chest in it"
"blazeandcave:statistics/snout_500","Snout 500","statistics","goal","carrot_on_a_stick","Ride 1km on a pig"
"blazeandcave:building/ladder_climbers_inc","Ladder Climbers Inc.","building","task","ladder","Climb the ladder!"
"blazeandcave:redstone/repeating_repeater","Repeating Repeater","redstone","task","repeater","Craft a redstone repeater for delaying signals"
"blazeandcave:adventure/filthy_rich","Filthy Rich","adventure","goal","emerald","Make 64 emeralds"
"blazeandcave:potion/marine_marauder","Marine Marauder","potion","task","pufferfish","Swim in water while having the Water Breathing effect"
"blazeandcave:nether/pillow_fight","Pillow Fight","nether","goal","white_wool","Slay a Ghast while riding a Happy Ghast"
"blazeandcave:challenges/at_the_rim_of_the_sky","At the Rim of the Sky","challenges","challenge","mace","Slay the Ender Dragon in one hit using a Mace"
"blazeandcave:mining/iconic_merchandising_prop","Iconic Merchandising Prop","mining","task","diamond_pickaxe","Create a pickaxe of the highest calibre"
"blazeandcave:end/unending_hell","Unending Hell","end","goal","crimson_nylium","Travel directly from the End to the Nether"
"blazeandcave:building/cerulean","Cerulean!","building","task","soul_torch","Light up the area with soul fire torches and soul fire lanterns!"
"blazeandcave:nether/limbo_walker","Limbo Walker","nether","goal","bedrock","Get above the roof in the nether"
"blazeandcave:challenges/abyss_lord","Abyss Lord","challenges","challenge","conduit","Obtain a stack of Conduits"
"blazeandcave:nether/inception","Inception","nether","challenge","piston","Build a machine that can break a hole in the roof of the Nether"
"blazeandcave:animal/humble_bundle","Humble Bundle","animal","task","bundle","Craft a Bundle using Leather and String"
"minecraft:adventure/summon_iron_golem","Hired Help","adventure","goal","iron_block","Summon an Iron Golem to help defend a village"
"blazeandcave:statistics/mob_hunter","Mob Hunter","statistics","task","stone_sword","Defeat 250 mobs"
"blazeandcave:statistics/xp_grinder","XP Grinder","statistics","challenge","lapis_block","Reach 300 experience levels"
"blazeandcave:adventure/do_you_want_to_trade","Do You Want to Trade?","adventure","task","oak_door","Find an NPC village"
"blazeandcave:potion/nocturnal","Nocturnal","potion","task","golden_carrot","Brew and drink a night vision potion"
"blazeandcave:building/one_pickle_two_pickle_sea_pickle_four","One Pickle, Two Pickle, Sea Pickle, Four","building","task","sea_pickle","Place four sea pickles in a group underwater"
"blazeandcave:farming/whats_new_with_composting","What's new with composting?","farming","challenge","oak_leaves","Compost every type of compostable item in a Composter"
"blazeandcave:adventure/whats_up_doc","What's Up, Doc?","adventure","task","player_head","Turn a mob upside-down"
"blazeandcave:farming/care_for_the_environment","Care For the Environment","farming","task","oak_sapling","Plant down a sapling"
"minecraft:adventure/lighten_up","Lighten Up","adventure","task","weathered_copper_bulb","Scrape a Copper Bulb with an axe to make it brighter"
"blazeandcave:mining/grate_expectations","Grate Expectations","mining","task","copper_grate","Craft or obtain a Copper Grate"
"blazeandcave:adventure/keys_to_success","Keys to Success","adventure","challenge","trial_key","Collect a stack of all kinds of keys"
"blazeandcave:adventure/all_around_the_world","All Around the World","adventure","challenge","filled_map","Buy every kind of Explorer Map that can be bought from Cartographers"
"blazeandcave:mining/thats_the_point","That's the point!","mining","task","pointed_dripstone","Obtain some Pointed Dripstone from a Dripstone Cave"
"blazeandcave:adventure/heres_johnny","Heeere's Johnny!","adventure","task","iron_axe","Kill a Vindicator in a Woodland Mansion"
"blazeandcave:animal/shoe_shed","Shoe Shed","animal","goal","leather_boots","Dye 16 pairs of leather boots each with one of the individual colors"
"blazeandcave:animal/catching_nemo","Catching Nemo","animal","goal","tropical_fish","Catch a clownfish"
"blazeandcave:mining/this_dirt_is_dirtier","This Dirt is Dirtier","mining","task","rooted_dirt","Dig through some Rooted Dirt beneath an Azalea Tree so you can find a Lush Cave"
"blazeandcave:end/void_walker","Void Walker","end","goal","leather_boots","Explore every end biome"
"blazeandcave:building/jailhouse_block","Jailhouse Block","building","task","iron_bars","Craft or find iron bars"
"blazeandcave:animal/mushroom_scientist","Mushroom Scientist","animal","challenge","trident","Strike a mooshroom with lightning and see what happens"
"blazeandcave:end/the_beginning","The Beginning","end","goal","player_head","Say goodbye to the Wither..."
"blazeandcave:statistics/take_to_the_skies","Take to the Skies","statistics","task","phantom_membrane","Fly 10km with elytra"
"blazeandcave:building/the_acacia_king","The Acacia King","building","goal","acacia_sapling","Craft every item made out of acacia wood"
"blazeandcave:animal/puppies_yipe","Puppies! Yipe!","animal","task","rotten_flesh","Breed two wolves together to get a puppy!"
"blazeandcave:mining/spelunker","Spelunker","mining","goal","chainmail_helmet","Discover every cave biome"
"blazeandcave:nether/glows_in_the_dark","Glows in the Dark","nether","task","spectral_arrow","Shoot a mob with a spectral arrow"
"blazeandcave:biomes/powder_full","Powder-full","biomes","task","powder_snow_bucket","Pick up some Powder Snow in a Bucket"
"blazeandcave:building/locked_and_loaded","Locked and Loaded","building","goal","warped_shelf","Swap your entire hotbar of items with a trio of powered Shelves"
"blazeandcave:adventure/happy_trails","Happy Trails!","adventure","task","white_glazed_terracotta","Discover the Trail Ruins"
"blazeandcave:adventure/veteran_of_the_village","Veteran of the Village","adventure","challenge","emerald_block","Attain the highest level of Hero of the Village"
"minecraft:husbandry/tame_an_animal","Leader of the Pack","husbandry","task","bone","Befriend a wolf"
"minecraft:nether/find_bastion","Those Were the Days","nether","task","polished_blackstone_bricks","Fight your way into a Bastion Remnant"
"blazeandcave:mining/moar_broken_tools","MOAR Broken Tools","mining","challenge","shears","Break every single tool and weapon in the game"
"blazeandcave:farming/castaway","Castaway","farming","challenge","dried_kelp","Eat nothing but dried kelp for three in-game days"
"minecraft:husbandry/silk_touch_nest","Total Beelocation","husbandry","goal","bee_nest","Move a Bee Nest with 3 bees inside using Silk Touch"
"blazeandcave:adventure/truffle_worm","Truffle Worm","adventure","task","pitcher_pod","Have a Sniffer dig up seeds"
"blazeandcave:animal/wheres_the_honey_lebowski","WHERE'S THE HONEY LEBOWSKI","animal","challenge","honey_bottle","Drink 100 bottles of honey"
"blazeandcave:technical/big_cheater","You are a big cheater!","technical","goal","barrier","You don't want to have this advancement unlocked!"
"blazeandcave:statistics/who_needs_cars","Who needs cars?","statistics","goal","iron_boots","Walk 50km"
"blazeandcave:building/rainbow_dreams","Rainbow Dreams","building","goal","magenta_bed","Craft every color of bed"
"blazeandcave:enchanting/heavy_metal","Heavy Metal","enchanting","task","anvil","Craft an anvil"
"blazeandcave:building/what_a_pane","What a pane","building","task","glass_pane","Craft some glass panes"
"blazeandcave:animal/mary_had_a_little_lamb","Mary Had a Little Lamb...","animal","task","sheep_spawn_egg","Breed two sheep to get a lamb"
"blazeandcave:enchanting/master_enchanter","Master Enchanter","enchanting","challenge","enchanting_table","Obtain every enchantment at their max level throughout your enchanting career"
"blazeandcave:animal/turtle_soldier","Turtle Soldier","animal","goal","turtle_helmet","Craft a full turtle shell"
"blazeandcave:adventure/breeze_suppressor","Breeze Suppressor","adventure","goal","breeze_spawn_egg","Defeat enough Breezes to collect a stack of Breeze Rods"
"blazeandcave:enchanting/whack_a_mole","Whack-a-mole","enchanting","challenge","armadillo_spawn_egg","Using a Mace enchanted with Wind Burst, hit eight Armadillos consecutively without touching the ground"
"blazeandcave:enchanting/needle_sharp","Needle Sharp","enchanting","goal","iron_sword","Obtain Sharpness V"
"blazeandcave:end/portable_storage","Portable Storage","end","task","purple_shulker_box","Use shulker shells to craft a shulker box"
"blazeandcave:statistics/om_nom_nom","Om Nom Nom","statistics","task","bread","Eat 200 food items"
"blazeandcave:nether/the_struggle_nether_ends","The Struggle Nether Ends","nether","challenge","obsidian","Place one of every nether block in The End"
"blazeandcave:redstone/space_dropper","Space Dropper","redstone","task","dropper","Craft a dropper for item transportation"
"blazeandcave:farming/24_carrot_gold","24 Carrot Gold","farming","task","golden_carrot","Eat a golden carrot"
"minecraft:story/smelt_iron","Acquire Hardware","story","task","iron_ingot","Smelt an iron ingot"
"minecraft:end/levitate","Great View From Up Here","end","challenge","shulker_shell","Levitate up a distance of 50 metres"
"blazeandcave:building/rock_collection","Rock Collection","building","task","granite","Collect all the types of rocks"
"blazeandcave:biomes/submarine_fleet","Submarine Fleet","biomes","goal","copper_nautilus_armor","Ride Nautiluses with every kind of Nautilus Armor"
"blazeandcave:challenges/nuclear_fusion","Nuclear Fusion","challenges","challenge","trident","Strike every mob that can transform with lightning at once"
"blazeandcave:mining/smokin_hot","Smokin' Hot","mining","task","smoker","Upgrade your furnace to a smoker using some logs"
"blazeandcave:biomes/chatterbox","Chatterbox","biomes","task","beetroot_seeds","Tame a Parrot using seeds. WARNING: Do not use a cookie!"
"blazeandcave:building/shelfception","Shelfception","building","task","oak_shelf","Put a Shelf on a Shelf"
"blazeandcave:weaponry/my_eyes","My eyes!","weaponry","task","firework_star","Kill a mob using a firework's explosion"
"blazeandcave:adventure/wololo","Wololo!","adventure","goal","totem_of_undying","Defeat an Evoker in a Woodland Mansion"
"blazeandcave:animal/beef_moover","Beef Moover","animal","goal","beef","Unite all Cow variants in one place"
"blazeandcave:statistics/scourge_of_the_west","Scourge of the West","statistics","challenge","diamond_horse_armor","Ride 50km on a horse"
"blazeandcave:nether/instant_mining","Instant Mining","nether","challenge","diamond_pickaxe","Hold a Diamond or Netherite Pickaxe enchanted with Efficiency V while under the Haste II effect"
"minecraft:adventure/craft_decorated_pot_using_only_sherds","Careful Restoration","adventure","goal","decorated_pot","Put together a Decorated Pot using four Pottery Sherds"
"blazeandcave:mining/master_coal_miner","Master Coal Miner","mining","challenge","coal_block","Mine enough coal to make a stack of coal blocks"
"blazeandcave:animal/theyre_breeding_like_rabbits","They're breeding like rabbits!","animal","task","carrot","Breed two bunnies together"
"minecraft:husbandry/repair_wolf_armor","Good as New","husbandry","task","armadillo_scute","Repair damaged Wolf Armor using Armadillo Scutes"
"blazeandcave:biomes/construction_worker","Construction Worker","biomes","task","scaffolding","Craft and use some scaffolding"
"blazeandcave:end/in_your_face_neil_armstrong","In Your Face, Neil Armstrong","end","task","potato","Colonise the End with potato crops"
"minecraft:husbandry/make_a_sign_glow","Glow and Behold","husbandry","task","warped_sign","Use a Glow Ink Sac to light up a sign"
"blazeandcave:animal/what_a_piece_of_junk","What a piece of junk!","animal","task","bone","Fish out a junk item"
"blazeandcave:biomes/boaty_mcboatface","Boaty McBoatface","biomes","task","oak_boat","Craft and ride a boat to sail on the high seas"
"blazeandcave:mining/blackout","Blackout","mining","task","tinted_glass","Craft Tinted Glass using Glass and Amethyst Shards and use it to block out light"
"blazeandcave:bacap/end_milestone","End Milestone","bacap","goal","end_stone","Complete every advancement in the End tab"
"blazeandcave:adventure/nyan_sheep","Nyan Sheep","adventure","task","magenta_wool","Nyan Nyan Nyan Nyan..."
"blazeandcave:building/expensive","Expensive!","building","task","sea_lantern","Light up the area with some sea lanterns"
"blazeandcave:monsters/spooky_skulls","Spooky Skulls","monsters","challenge","skeleton_skull","Blow up a skeleton with a charged creeper to get a skeleton skull"
"blazeandcave:animal/paw_patrol","Paw Patrol","animal","goal","wolf_armor","Equip Wolves with Wolf Armor dyed blue, red, yellow, lime, pink and orange"
"blazeandcave:animal/just_keeps_going","Just Keeps Going","animal","challenge","bowl","Eat Rabbit Stew, then avoid eating for the next 3 in-game days"
"blazeandcave:enchanting/let_it_go","Let It Go!","enchanting","goal","ice","Using Frost Walker boots, walk on frozen water over a deep ocean"
"blazeandcave:building/bricks","Bricks!","building","task","bricks","Fire up that clay!"
"blazeandcave:adventure/budget_vex","Budget Vex","adventure","task","iron_sword","Give an Allay an Iron Sword"
"blazeandcave:statistics/giga_xp_grinder","Giga XP Grinder","statistics","challenge","sculk","Reach 1000 experience levels"
"blazeandcave:challenges/dragon_vs_wither_the_pre_sequel","Dragon vs Wither: The Pre-Sequel","challenges","challenge","player_head","Defeat the Wither while wearing a Dragon head... without touching the ground"
"blazeandcave:adventure/break_wind","Break Wind","adventure","task","breeze_rod","Defeat a Breeze in the Trial Chambers"
"blazeandcave:animal/hey_look_mom","Hey, look, Mom!","animal","task","turtle_egg","Use sea grass to make a turtle lay some eggs"
"minecraft:husbandry/plant_any_sniffer_seed","Planting the Past","husbandry","task","torchflower","Plant any Sniffer Seed"
"blazeandcave:enchanting/bow_down_to_me","Bow down to me!","enchanting","goal","bow","Obtain Power V"
"blazeandcave:redstone/moving_storage","Moving Storage","redstone","task","chest_minecart","Put a chest in a minecart"
"blazeandcave:enchanting/pick_like_silk","Pick Like Silk","enchanting","challenge","diamond_ore","Use a Silk Touch enchanted pickaxe to obtain diamond ore as a block"
"blazeandcave:redstone/splatfest","Splatfest","redstone","challenge","blue_egg","Have at least 100 of each type of Chicken Egg fired in the air at once within 48 blocks of you"
"blazeandcave:nether/let_me_out","Let Me Out!","nether","challenge","white_bed","Stay in the Nether for twenty ingame days"
"blazeandcave:animal/true_cow_tipper","True Cow Tipper","animal","goal","cow_spawn_egg","Collect a stack of raw beef and leather"
"blazeandcave:adventure/brushed_away","Brushed Away","adventure","task","brush","Craft a Brush using a feather, copper and a stick"
"blazeandcave:challenges/telescopic","Telescopic","challenges","challenge","spyglass","Look at every mob using a Spyglass, each from at least 25 blocks away"
"blazeandcave:animal/cephalight","Cephalight","animal","task","glow_ink_sac","Kill a Glow Squid"
"blazeandcave:statistics/more_for_me","More For Me","statistics","goal","potion","Open 100 loot chests"
"blazeandcave:challenges/constellation","Constellation","challenges","challenge","nether_star","Collect 64 nether stars"
"blazeandcave:enchanting/this_name_sounds_cooler","This name sounds cooler","enchanting","task","diamond_sword","Name your Diamond Sword 'Diamond Edge'"
"blazeandcave:animal/rabbit_season","Rabbit Season","animal","task","cooked_rabbit","Killing bunnies is cruel. Period."
"blazeandcave:statistics/overlevelling","Overlevelling","statistics","goal","enchanted_book","Reach 100 experience levels"
"blazeandcave:redstone/craftception","Craftception","redstone","task","crafter","Craft a Crafter"
"blazeandcave:animal/lucky_charm","Lucky Charm","animal","task","rabbit_foot","Get a rabbit's foot"
"blazeandcave:adventure/omniscient","Omniscient","adventure","challenge","ominous_bottle","Collect a stack of one tier of Ominous Bottles"
"blazeandcave:animal/bunny_lover","Bunny Lover","animal","goal","golden_carrot","Breed a baby bunny of every variant"
"blazeandcave:animal/flamboyant_range","Flamboyant Range","animal","goal","yellow_bundle","Put 4 of each type of dye into a single Bundle"
"blazeandcave:animal/tickle_time","Tickle Time!","animal","task","feather","Pluck some feathers from a chicken"
"blazeandcave:weaponry/bow_spammer","Bow Spammer","weaponry","task","arrow","Attack a mob by bow-spamming"
"blazeandcave:farming/the_melon_the_melon_the_melon","The Melon! The Melon! The Melon!","farming","task","melon_slice","Eat a melon. Be careful not to drop it over a cliff"
"blazeandcave:building/spawn_camping","Spawn Camping","building","goal","ender_eye","Travel close to 0,0 coordinates and place down a campfire"
"blazeandcave:biomes/naughtylus","Naughty-lus","biomes","task","zombie_nautilus_spawn_egg","Defeat a Zombie Nautilus Jockey"
"blazeandcave:biomes/pandamonium","Pandamonium","biomes","challenge","cake","Feed cake to every type of panda"
"blazeandcave:animal/armadoggo","Armadoggo","animal","task","wolf_armor","Equip your canine best friend with Wolf Armor"
"blazeandcave:animal/stay_calmer","Stay Calmer","animal","task","light_gray_carpet","Tame a llama"
"blazeandcave:nether/quicksand","Quicksand","nether","task","soul_sand","You sink like quicksand and move slow like mud"
"blazeandcave:animal/billy_the_kid","Billy the Kid","animal","task","goat_spawn_egg","Breed two Goats together using Wheat"
"minecraft:story/root","Benchmarking","story","task","crafting_table","Construct a crafting bench with four wooden planks"
"blazeandcave:animal/goat_simulator","Goat Simulator","animal","task","dead_horn_coral_fan","Get killed by a Goat that rammed into you."
"blazeandcave:monsters/dead_really_dont_die","Dead Really Donâ€™t Die","monsters","goal","totem_of_undying","Give a zombie a Totem... so that you have to kill it twice"
"minecraft:husbandry/tactical_fishing","Tactical Fishing","husbandry","task","pufferfish_bucket","Catch a fish... without a fishing rod!"
"blazeandcave:enchanting/machine_bow","Machine Bow","enchanting","goal","crossbow","Fire a crossbow as rapidly as possible"
"blazeandcave:redstone/under_pressure","Under Pressure","redstone","task","stone_pressure_plate","Step on a pressure plate"
"blazeandcave:redstone/fuel_engine","Fuel Engine","redstone","task","furnace_minecart","Craft a Minecart with Furnace and use coal or charcoal to send it chugging"
"blazeandcave:nether/what_about_corruption_planks","What about Corruption Planks?","nether","goal","crimson_planks","Craft every item made out of crimson wood"
"blazeandcave:nether/this_ones_mine","This Oneâ€™s Mine!","nether","goal","saddle","Kill a Zombified Piglin that is riding a Strider and take its steed"
"blazeandcave:mining/beep_bop","Beep Bop","mining","task","copper_golem_statue","Build a Copper Golem"
"blazeandcave:nether/diamonds_are_not_forever","Diamonds Are Not Forever","nether","task","netherite_ingot","Use Gold Ingots and Netherite Scrap to make a Netherite Ingot"
"blazeandcave:weaponry/theres_yolk_on_my_head","There's yolk on my head","weaponry","goal","zombie_head","Catapult an egg onto a zombie's head"
"blazeandcave:monsters/lancelot","Lancelot","monsters","goal","iron_spear","While riding a Horse, defeat a Zombie Horseman using a Spear"
"blazeandcave:adventure/rekt","Rekt!","adventure","task","iron_bars","Get killed by a natural iron golem defending its village"
"blazeandcave:weaponry/expelliarmus","Expelliarmus!","weaponry","task","stick","Hit a mob with a stick"
"blazeandcave:nether/a_soul_for_a_soul","A Soul For A Soul","nether","task","soul_campfire","Place down a Soul Campfire"
"blazeandcave:challenges/hearts_of_the_stack","Hearts of the Stack","challenges","challenge","heart_of_the_sea","Collect 64 Hearts of the Sea"
"blazeandcave:animal/caprymphony","Caprymphony","animal","challenge","note_block","Blow every type of Goat Horn"
"minecraft:nether/obtain_blaze_rod","Into Fire","nether","task","blaze_rod","Relieve a Blaze of its rod"
"blazeandcave:mining/frigid_diversions","Frigid Diversions","mining","goal","packed_ice","Loot a chest inside an ice box in an Ancient City"
"blazeandcave:biomes/the_great_blocky_reef","The Great Blocky Reef","biomes","task","brain_coral","Come across a coral reef in the ocean"
"blazeandcave:animal/grinding_nemo","Grinding Nemo","animal","goal","tropical_fish","Skewer a tropical fish"
"blazeandcave:mining/not_chicken_mcnuggets","Not Chicken McNuggets?","mining","task","iron_nugget","Craft or find iron nuggets"
"blazeandcave:monsters/captain_etho","Captain Etho","monsters","challenge","trident","Defeat a Drowned that is holding both a nautilus shell and a trident"
"minecraft:story/form_obsidian","Ice Bucket Challenge","story","task","obsidian","Form and mine a block of Obsidian"
"blazeandcave:animal/colorful_cavalry","Colorful Cavalry","animal","goal","leather_horse_armor","Dye 16 sets of leather horse armor each with one of the individual colors"
"blazeandcave:biomes/eyeball_forest","Eyeball Forest","biomes","task","open_eyeblossom","Obtain an Eyeblossom from a Pale Garden"
"blazeandcave:challenges/lets_take_it_up_a_notch","Let's take it up a notch","challenges","challenge","enchanted_golden_apple","Collect 64 Enchanted Golden Apples"
"blazeandcave:nether/basis_of_brewing","Basis of Brewing","nether","task","nether_wart","Harvest some nether wart from a nether fortress"
"minecraft:husbandry/wax_on","Wax On","husbandry","task","honeycomb","Use Honeycombs to wax a Copper Block, preventing it from oxidising"
"blazeandcave:adventure/and_make_it_double","And make it double!","adventure","goal","amethyst_shard","Play a jukebox near some Allays, then give one an Amethyst Shard and see what happens!"
"blazeandcave:animal/totally_not_an_afk_fisher","Totally not an AFK fisher!","animal","challenge","fishing_rod","Fish out all types of items"
"blazeandcave:building/harry_potter","Harry Potter","building","challenge","lily_of_the_valley","Place every type of plant in a flower pot"
"blazeandcave:adventure/redemption_arc","Redemption Arc","adventure","goal","pillager_spawn_egg","Befriend a Pillager that doesn’t have a crossbow"
"minecraft:story/follow_ender_eye","Eye Spy","story","task","ender_eye","Follow an Ender Eye"
"blazeandcave:nether/legend_of_hell_chicken_riders","Legend of Hell Chicken Riders","nether","goal","player_head","Kill a chicken jockey in the nether"
"blazeandcave:nether/dont_blink","Don't Blink","nether","task","weeping_vines","Climb on some Weeping Vines in a Crimson Forest"
"blazeandcave:building/hot_tub","Hot Tub","building","task","lava_bucket","Sit in a cauldron filled with lava"
"blazeandcave:adventure/a_suspicious_advancement","A Suspicious Advancement","adventure","goal","suspicious_gravel","Obtain a block of Suspicious Sand or Suspicious Gravel"
"blazeandcave:biomes/cold_feet","Cold Feet","biomes","goal","snowball","Discover every snowy biome"
"blazeandcave:animal/horse_armorer","Horse Armorer","animal","task","leather_horse_armor","Make horse armor out of dead horses (No, joking, any leather will do)"
"blazeandcave:monsters/keep_your_distance","Keep Your Distance","monsters","task","bow","Kill a Creeper with arrows"
"blazeandcave:enchanting/knocking_your_socks_off","Knocking Your Socks Off","enchanting","goal","iron_sword","Obtain Knockback and Punch enchantments"
"blazeandcave:building/barking_mad","Barking Mad","building","task","oak_wood","Craft a bark block"
"blazeandcave:nether/nether_rock_collection","Nether Rock Collection","nether","task","basalt","Mine a stack of Netherrack, Basalt, Blackstone and Magma in the Nether"
"blazeandcave:challenges/the_world_is_ending","The World Is Ending","challenges","challenge","player_head","Summon ten withers at once"
"blazeandcave:statistics/bloodthirsty","Bloodthirsty","statistics","goal","iron_sword","Defeat 2500 mobs"
"blazeandcave:end/im_coming_back_murph","I'm Coming Back, Murph!","end","goal","chorus_flower","Travel far into the End dimension"
"blazeandcave:nether/electrifying_alliance","Electrifying Alliance","nether","challenge","trident","Smite a ghast with lightning from the Overworld’s heavens"
"blazeandcave:mining/i_yearned_for_the_mines","I yearned for the mines","mining","challenge","player_head","Spend five in-game days below y-level 32"
"blazeandcave:adventure/vault_hunter","Vault Hunter","adventure","goal","vault","Unlock 25 Vaults across Trial Chambers"
"minecraft:end/dragon_breath","You Need a Mint","end","task","dragon_breath","Collect dragon's breath in a glass bottle"
"blazeandcave:potion/secret_of_the_ooze","Secret of the Ooze","potion","task","slime_block","Use a Slime Block to brew a Potion of Oozing"
"blazeandcave:monsters/poultry_boy","Poultry Boy","monsters","goal","player_head","Slay the elusive Chicken Jockey"
"blazeandcave:monsters/warden_frostbite","Warden Frostbite","monsters","challenge","cyan_stained_glass","Bring a Warden to the surface of a snowy plains biome and kill it"
"blazeandcave:technical/cheater3","You are a big cheater!","technical","goal","barrier","You don't want to have this advancement unlocked!"
"minecraft:husbandry/fishy_business","Fishy Business","husbandry","task","fishing_rod","Catch a fish"
"blazeandcave:biomes/pale_in_comparison","Pale in Comparison","biomes","task","pale_moss_block","Place a block of Pale Moss next to a block of regular Moss"
"blazeandcave:farming/scientific_inaccuracy","Scientific Inaccuracy","farming","task","melon","Craft 9 melon slices back into a block that, when broken, will probably not give you all 9 slices back"
"blazeandcave:monsters/ride_or_dry","Ride or Dry","monsters","challenge","crossbow","Kill a Husk, Parched and the Camel Husk they are riding with a single piercing arrow"
"blazeandcave:adventure/mapmakers_table","Mapmaker's Table","adventure","task","cartography_table","Craft a cartography table with paper and planks"
"blazeandcave:potion/true_feather_falling","True Feather Falling","potion","task","phantom_membrane","Brew and drink a slow falling potion"
"blazeandcave:weaponry/backfire","Backfire","weaponry","goal","blaze_rod","Kill a Blaze using a Blaze Rod while both you and it are on fire"
"blazeandcave:monsters/look_out","Look Out!","monsters","task","spyglass","Zoom in on a Creeper with a Spyglass from less than a block away"
"blazeandcave:nether/jenga","Jenga","nether","goal","acacia_boat","Ride a Strider riding another Strider riding a boat riding a minecart"
"blazeandcave:end/a_wizards_breakfast","A Wizardâ€™s Breakfast","end","challenge","popped_chorus_fruit","Eat a stack of Chorus Fruit in one go"
"blazeandcave:statistics/lightning_mcpig","Lightning McPig","statistics","challenge","player_head","Ride 10km on a pig"
"blazeandcave:monsters/frosty","Frosty","monsters","task","snowball","Kill a stray"
"blazeandcave:nether/stepping_on_legos","Stepping on Legos","nether","task","magma_block","Walk on some hot Magma Blocks in the Nether"
"blazeandcave:farming/naturally_carved","Naturally Carved","farming","task","pumpkin","Harvest some spooky pumpkins"
"blazeandcave:monsters/ender_worm","Ender Worm","monsters","task","purple_dye","Prevent an endermite from maturing"
"blazeandcave:farming/pumpa_kungen","Pumpa kungen!","farming","goal","carved_pumpkin","Carve a stack of pumpkins"
"blazeandcave:redstone/travelling_bard","Travelling Bard","redstone","challenge","jukebox","Play a Note Block in every type of biome"
"blazeandcave:animal/hive_mind","Hive Mind","animal","task","beehive","Craft a bee hive using planks and honeycombs then place it"
"blazeandcave:adventure/ghostbuster","Ghostbuster!","adventure","task","iron_sword","Bust a Vex summoned by an Evoker"
"blazeandcave:mining/9_to_5","9 to 5","mining","goal","music_disc_5","Collect enough Disc Fragments to craft another producer of mysterious sounds"
"blazeandcave:nether/seeing_stars","Seeing Stars","nether","task","glowstone_dust","Mine some glowstone dust from the nether"
"minecraft:nether/ride_strider","This Boat Has Legs","nether","task","warped_fungus_on_a_stick","Ride a Strider with a Warped Fungus on a Stick"
"blazeandcave:biomes/birdkeeper","Birdkeeper","biomes","goal","parrot_spawn_egg","Tame all parrot variants"
"blazeandcave:challenges/biological_warfare","Biological Warfare","challenges","challenge","lingering_potion","Kill every mob in the game with lingering potions"
"blazeandcave:farming/mega_mushroom","Mega Mushroom","farming","task","red_mushroom_block","Grow a giant mushroom and then harvest it with silk touch"
"blazeandcave:mining/heart_of_darkness","Heart of Darkness","mining","task","black_concrete_powder","Submerge yourself in complete darkness"
"blazeandcave:monsters/taste_of_your_own_medicine","Taste of your own medicine","monsters","challenge","splash_potion","Kill a witch with a splash potion"
"blazeandcave:end/organizational_wizard","Organizational Wizard","end","task","anvil","Name a Shulker Box 'Blocks' for storing your blocks"
"blazeandcave:mining/mr_bean","Mr. Bean","mining","challenge","raw_copper_block","Mine and craft a stack of Raw Iron, Copper and Gold Blocks"
